link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gisele A,NA,34,Feita em 29 de julho de 2018,1,4,Tranquilidade e contemplação,"Lufar tranquilo, ótimo para momentos de contemplação. Bom lugar para kite surf, com ventos excelentes.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcos Fernando Nascimento,"-4.23061605,-44.7866265",78,Feita em 9 de julho de 2018,0,5,"""Deus pintou essa lugar""","Praia linda, deserta, mas é linda, cheia de cores e de muito amor mesmo deixado aqui. Agua limpa e muita natureza rustica.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andre S,NA,3,Feita em 5 de abril de 2018,2,5,Muito bom para banho,"Foi no passeio acho que de lanche, não lembro, mas qualquer que seja todos são muito legais e com certo certo grau de aventura. Além disso, a região é muito boa para pesca esportiva.",NA,NA,NA,NA,NA,NA,NA,NA,34,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo C,"-2.5606322,-44.258122",12,Feita em 11 de janeiro de 2018,1,4,Praia linda,"A praia é linda e o caminho para o local também possui paisagens deslumbrantes.
Você pode desfrutar de um banho em uma praia quase deserta, com a comodidade de poder levar suas bebidas até o local.
O ponto negativo fica por conta da grande quantidade de plástico deixada no caminho, especialmente nos povoados.",NA,NA,NA,NA,NA,NA,NA,NA,53,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mary H,NA,6,Feita em 9 de janeiro de 2018,0,4,Silenciosa!,A praia é totalmente deserta! Não há bares por perto.Percebe-se a clara preservação da área pela natureza intocada no entorno.,NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,danismelo,"-2.5606322,-44.258122",149,Feita em 6 de novembro de 2017,3,5,Paraíso,"Praia deserta, paradisíaca. Fizemos o passeio de quadriciclo e carro traçado, área ótima para kitesurfe porque formam-se algumas lagoas na baixa maré.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabio G,"-3.79331445,-38.51961525",11,Feita em 24 de outubro de 2017,2,5,Lugar lindo! um paraíso. Sem estrutura de apoio levar água e protetor solar.,"Lugar lindo! um paraíso. Sem estrutura de apoio, levar água e protetor solar. Fácil acesso quando a maré está baixa",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AurelioDominici,"-2.5606322,-44.258122",124,Feita em 8 de setembro de 2017,1,5,praia do amor,faz jus ao nome é realmente um amor um pouco deserta limpa bem tranquila e acochegante uma maravilha,NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruno M,NA,10,Feita em 1 de agosto de 2017,1,4,É legal rsrs,"Nada de supreendente, o que vale mesmo a pena é o Passeio do Delta do Parnaíba com o por do sol e a revoada dos guáras",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gil Costa,"-5.0937396,-42.74107815",30,Feita em 13 de março de 2017,0,5,Preservação,"Ambiente calmo e com a preservação da natureza . Ótimo para comer frutos do mar na praia . Lagostas , camarões , caranguejo e etc com preços baixos !",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paolo A,"43.36187415,-8.4126837",35,Feita em 19 de janeiro de 2017,0,4,Tranquila na maré baixa,"Distante da sede da cidade, mas na maré baixa forma uma piscina de água salgada muito boa para tomar banho.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claudio M,NA,5,Feita em 4 de janeiro de 2017,0,5,Paraíso virgem !!!,"Ambiente natural preservado, águas cristalinas, calmaria e relax total. Um dos lugares mais lindos que já visitei.",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flavio H,NA,30,Feita em 17 de dezembro de 2016,1,5,Praia com ondas,"Essa é uma das poucas ou a única praia da região com ondas maiores de 0,5metro
Fica logo após a praia do arpoador.
O trajeto só pode ser feito pela areia e Durante a maré baixa
No percurso belas paisagens das dunas que são a porta de entrada dos lençóis maranhenses
Fique atento ao movimento da maré para poder voltar sem surpresas pois depois que a maré enche não se consegue mais transitar pela areia",NA,NA,NA,NA,NA,NA,NA,NA,75,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anaksou,"-2.5606322,-44.258122",20,Feita em 28 de novembro de 2016,0,4,Praia deserta,"A praia do Amor é umas das paradas do passeio de carro que a Pousada Baluarte oferece. O passeio custa R$80,00 por pessoa.",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseribamartins,"-4.12833935,-44.130317",2,Feita em 23 de novembro de 2016,0,4,Lugar pacato,"Praia com pouca movimentação de banhistas, limpa e agradável. Ótimo local para passear com a família.",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walbene,"-2.5606322,-44.258122",4,Feita em 24 de outubro de 2016,0,4,Muito bonita,Todas as praias  do passeios sao muito bonitas  precisamos ter mais cuidado com a limpeza e para recolhermos os materias descartaveis,NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AlexandreBorges,"-14.40952615,-51.31668",469,Feita em 7 de outubro de 2016,0,5,Muito linda,"Permite um velejo fantástico numa praia deserta e preservada. O passeio de veículo 4x4 também é bonito, mas indescritível mesmo é velejar ali.",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leila D,NA,6,Feita em 29 de setembro de 2016,1,5,Linda praia,"Muito bonita e excelente para banho. Praia deserta, tranquila. Mar calmo, águas cristalinas e mornas.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luana Luisa,"-2.5606322,-44.258122",11,Feita em 15 de setembro de 2016,0,5,Inesquecível,Tranquilidade ideal para celebrar a praia que faz jus ao nome. Uma das provas que Deus existe e nos deu a oportunidade de visitar um belíssimo lugar!,NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GildaTrinta,"-2.5606322,-44.258122",255,Feita em 13 de setembro de 2016,0,5,linda,"a mais bonita, com águas calmas e quentinhas. e bastante vento, bem deserta sem bares. muito bom sentar em frente ao mar e relaxar",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beth156,"-22.4839136,-43.18295715",3,Feita em 6 de setembro de 2016,0,5,PARAÍSO,"Águas mornas e limpíssimas, ficamos ( 4 amigas) de molho durante muito tempo em sua lagoa com a praia deserta . Uma Paz incrível !",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruno P,"-2.5606322,-44.258122",202,Feita em 23 de julho de 2016,0,4,Ótima,Com uma vasta extensão de areia à praia do amor é belíssima. Com muitas dunas é ideal para quem puder alugar um quadriciclo.,NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adam Bayer,"-23.6824124,-46.5952992",121,Feita em 22 de junho de 2016,0,5,Pra relaxar,"A praia é grande, com águas calmas, o maré varia um bocado na região, sendo um ótimo lugar para caminhar, tomar banho ou interagir com os moradores.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick Araujo,"-2.76045075,-42.27506805",20,Feita em 17 de maio de 2016,0,5,Praia espetacular,"Linda praia, ótima para banho próxima das dunas e em frente e uma bola de pescadores, onde podemos tomar uma água de Coco natural. Recomendo.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cleciosousaj,"-16.6958759,-49.30426735",34,Feita em 23 de abril de 2016,0,5,Umas das melhores praias que já fui,"Praia linda além de limpa, sem poluição praticamente deserta ótima para tomar um banho ou simplesmente relaxar.",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nayane S,NA,19,Feita em 31 de março de 2016,0,5,Lindooo,"Bom demais, um lugar muito tranquilo, bonito, paradisíaco excelente  passeio para ir a dois ou com amigos!",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lucyannagoes,"-2.93048835,-41.7306631",58,Feita em 29 de março de 2016,0,5,praia do amor,"lugar tranquilo, com uma vista incrível, um ótimo contato com a natureza, para quem busca tranquilidade e até mesmo fortes emoções.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paula20162016,"-2.93048835,-41.7306631",5,Feita em 19 de fevereiro de 2016,0,5,praia tranquila,"Um bela praia e com um rota de passeio excelente, ótima para viajar com a família e ate mesmo para um bom descanso",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wall_cordeiro,"-2.5606322,-44.258122",8,Feita em 27 de janeiro de 2016,0,5,pedaço do seu na terra,"lugar romântico, bom pra namorar, passear com a família, parentes e seus amigos. você precisa conhecer.",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,edivaldoslz,"-2.5606322,-44.258122",3,Feita em 26 de janeiro de 2016,0,5,Praia excelente para banho e curtição,"Praia excelente para banho, muito linda, quando a maré está baixa, ela forma pequenas lagoas que são excelente para pessoas que não gostam de lugares mais profundos.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raimundo Costa N,"-2.5606322,-44.258122",2,Feita em 21 de outubro de 2015,0,5,Coisa de Deus,"Praias nativas e quase intocadas pelo homem, que precisam ser preservadas, uma natureza exuberante, ideal para quem precisa relaxar e se desligar da correria do dia a dia.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jorge A,"-2.5606322,-44.258122",350,Feita em 13 de outubro de 2015,0,5,Praia verdadeiramente paradisíaca,"Depois de alguns minutos de carro, chegar à praia do amor é verdadeiramente fantástico. Um local isolado e de grande beleza natural. A ida ao local prevê passagens por algumas dunas da cidade de Tutoia e chegando ao local um banho agradável é parte indispensável do passeio.",NA,NA,NA,NA,NA,NA,NA,NA,47,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elaine435,"-2.5606322,-44.258122",18,Feita em 5 de outubro de 2015,0,4,Bela praia,"Bela, limpa, águas mornas e calmas, grande extensão de areia, relativa proximidade da pousada, deserta.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrebcs,"-2.4859385,-43.128407",6,Feita em 21 de setembro de 2015,0,5,o melhor lugar paradisíaco do delt,"experimente, otimo, sem igual esse passeio você pode fazer com salinas turismo do meu amigo Junior e Josias",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufarias,"-22.91413075,-43.44598205",3,Feita em 16 de setembro de 2015,0,5,Belissimo lugar!,"um lugar paradisiaco, no meio do nada, sem palavras para expressar tanta beleza. Só pode ir de 4X4, com maré baixa, mas oferece um banho natural em suas aguas limpa , me  apaixonei.",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suzana Ternes,"-26.96754035,-48.74516645",58,Feita em 11 de setembro de 2015,0,4,Beleza natural,"Completamente deserta, mas com uma beleza impar. Sem nenhuma estrutura, vá com guias experientes e veiculo 4x4.",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adivail,"-5.0937396,-42.74107815",3,Feita em 22 de agosto de 2015,0,5,Nada como a simplicidade do local.,"Local muito bonito, Romântico com uma natureza sem igual, um povo bastante hospitaleiro, água limpas e convidativa para um banho a dois.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SaeBi,"-19.9027163,-43.96405015",161,Feita em 8 de agosto de 2015,0,5,Maravilhosa e deserta,"A praia é mesmo linda, fomos na maré mais baixa, então havia  piscinas na areia. Fica longe de Tutoia, não dá pra ir a pé, alugamos um quadriciclo na pousada e no final não sei se gostamos mais do banho de mar ou de dirigir o quadriciclo. Não é barato, pagamos R$120 a hora, e gastamos 40 min para ir e mais 40 para voltar. Mas valeu cada centavo!! Tem a opção de comprar o passeio, mas se não tiver mais pessoas também não fica barato pois ele levam de Hillux. É claro, mas devo avisar que não há sombra nem bar, leve pelo menos água. Mas não deixe de visitar.",NA,NA,NA,NA,NA,NA,NA,NA,111,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClenioLucena,"-2.5606322,-44.258122",41,Feita em 13 de julho de 2015,0,5,Natureza a seu alcance,"Praia tranquila, super ultra limpa, boa comida, possivel apreciar os pescadores em ação, mar tranquila, temperatura da água ótima o ano todo, muito sol, maravilha.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bárbara Guimarães,"-15.7759057,-47.79711685",5,Feita em 19 de fevereiro de 2015,2,4,Paradisiaca,"Uma praia bem tranquila, ótima para banho, no local não possui restaurante nem lanchonete portanto recomendo ir apos ao café da manhã ou almoço",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walmir p,"-3.79331445,-38.51961525",1,Feita em 7 de fevereiro de 2015,1,5,A melhor,"Fizemos um passeio de 4x4 com o Sr. Francisco, almoçamos no restaurante do Padinha, nativo do local que faz uma peixada maravilhosa. Esta praia forma piscinas naturais na maré baixa.",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aucit2015,"-5.0937396,-42.74107815",8,Feita em 4 de fevereiro de 2015,0,5,O nome já fala por si só.,"É uma das prais mais lindas que eu já conheci, piscinas naturais de bancos de areia, adorei, encantadora.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marco A,"-2.5606322,-44.258122",2,Feita em 4 de janeiro de 2015,1,5,A melhor praia de Tutóia,"A melhor praia de Tutóia, fizemos um dos melhores passeios de Tutóia com a Salinas Turismo"" Francisco"". Recomendo.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecia C,"-22.91413075,-43.44598205",130,Feita em 3 de janeiro de 2015,0,5,Lindissima!!!,"Praia do Amor: lindaaaaaaaa!!!! Deserta, águas limpas, ondas pequenas boa para banhar. Fazer um passeio usando quadriciclo é muiito bom mesmo, vale super a pena!",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35Erinia,"-22.91413075,-43.44598205",1700,Feita em 16 de dezembro de 2014,0,5,Maravilhosa deserta e deliciosa.,"A praia de amor segue-se a da Andreza e também é deserta e preserva a natureza intocavel .Em todo o percurso ve-se os pequenos lençois. Pequenas estrelas do mar são vistas na praia,barcos de pescadores ao largo.Uma paz total, vento forte e sol insessante.",NA,NA,NA,NA,NA,NA,NA,NA,44,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,João Manoel L,"-23.4109031,-51.97060865",10,Feita em 11 de agosto de 2014,2,5,Bela lagoa,"Curtir tomar um banho gostoso, água limpinha, refrescante, isolada e o melhor sem comércio de bares e restaurantes em volta da lagoa, show para casais curtirem.",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marla Coutinho,"-2.76045075,-42.27506805",4,Feita em 20 de fevereiro de 2014,1,5,Deserta,"Fizemos este passeio e nos sentimos donos da praia, pois é um lugar lindo e maravilhoso, tem as características de um deserto, porem rodeado de lagoas de água doce.",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cristina D,"-5.0937396,-42.74107815",296,Feita em 21 de janeiro de 2014,0,2,Nada de mais..,Na verdade achei uma grande furada.. é simplesmente uma praia que fica super longe. Nao tem nada de mais..,NA,NA,NA,NA,NA,NA,NA,NA,19,Detrator
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ThiWittmann,"-23.6824124,-46.5952992",178,Feita em 30 de agosto de 2013,2,5,Deserta,"Chegamos à praia do amor pela iha do Caju. A ponta da ilha é uma área de dunas e a praia do amor, deserta, com piscinas naturais. Linda. O cenário da iha do caju é um dos mais bonitos d delta, tanto deste lado quanto do lado de parnaiba.",vanda s,NA,NA,Pousada proximo a praia,NA,NA,NA,NA,49,Promotor
https://www.tripadvisor.com.br/Attraction_Review-g737071-d4057008-Reviews-Pequenos_Lencois_Beach-Tutoia_State_of_Maranhao.html,Praia Pequenos Lençóis - Tutóia,NA,45,55,NA,NA,NA,NA,NA,NA,36,13,5,0,1,Paulo20132013,"-2.5606322,-44.258122",3,Feita em 14 de setembro de 2022,0,5,Cenários magníficos,Cenários de tirar o fôlego. Ainda é possível conhecer pontos onde a natureza é soberana e a presença humana ainda não fez estragos irreversíveis.,NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia Pequenos Lençóis - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ditao123,NA,53,Feita em 28 de janeiro de 2020,0,5,Tutoia  e o  pequenos  Lencois,"Visitei Tutoia nos pequenos lencois. Azul linhas aereas  voa todos os Sabados direto do aeroporto de Viracopos  ( Sao Paulo ) para Parnaiba ( litoral do Piaui) que e vizinha a Tutoia. Foram  3 horas  de voo de Sao Paulo para  Parnaiba. Visitei o Delta do Parnaiba por Parnaiba, as praias de Luis Correia, Barra Grande e o Parque Nacional de Sete Cidades.  . Ha tambem empresas de translado entre  Parnaiba e tutoia. . Tutoia esta a 90 km de Parnaiba. Depois da visita aos Pequenos Lencois  em Tutoia fui  para Barreirinhas, onde esta os grandes lencois. O pequenos lencois sao como uma introducao ao  Lencois Maranhenses.",NA,NA,NA,NA,NA,NA,NA,NA,107,Promotor
NA,Praia Pequenos Lençóis - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graciangela A,"-2.5606322,-44.258122",20,Feita em 15 de novembro de 2019,0,5,Esplêndido,"Simplesmente encantador. Fiz passeio de quadriciclo e foi muito bom, o trecho de acesso as lagoas passa pela praia que é muito bonita. Recomendo!",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia Pequenos Lençóis - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,João Vasconcellos,NA,5,Feita em 2 de setembro de 2019,3,5,Pequenos lençóis maranhenses,"Fala-se muito dos grandes lençóis maranhenses e sabe-se pouco dos pequenos lençóis maranhenses. Os pequenos lençóis têm tudo que os grandes lençóis têm, mas sem a agitação (grande concentração de pessoas) dos grandes lençóis, o que é ótimo para quem quer sossego.",NA,NA,NA,NA,NA,NA,NA,NA,42,Promotor
NA,Praia Pequenos Lençóis - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adalgoberto,"-5.5077489,-45.2452658",174,Feita em 25 de junho de 2019,0,4,lençois no quintal de casa,"gostei do passeio fica próximo a cidade de tutoia nao é tao distante como os lençóis de barreirinhas, na própria cidade existem dunas que proporcionam ótimas fotos no por do sol, recomendo o passeio, muito bom!",NA,NA,NA,NA,NA,NA,NA,NA,36,Promotor
NA,Praia Pequenos Lençóis - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whalas N,NA,2,Feita em 15 de abril de 2019,0,5,Gostei,"Exelente lugar para morar e visitar cidade maravilhosa,tranquila e pessoas legais espero voltar lar algum dia e vcs podem visitar tambem.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
